App,Sentiment,Tema,Word,Frequency
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,like,519
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,month,305
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,app,277
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,want,263
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,woman,255
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,money,223
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,free,222
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,show,221
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,time,219
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,day,208
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,subscription,206
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,find,189
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,look,177
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,get,165
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,man,165
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,go,164
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,message,159
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,delete,157
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,option,156
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,preference,146
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,think,145
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,rose,143
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,person,141
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,algorithm,141
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,filter,139
Hinge,negative,Barreras de Pago y Limitaciones de Monetización,meet,139
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,profile,192
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,people,167
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,match,156
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,fake_profile,151
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,fake,143
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,money,137
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,scam,122
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,want,110
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,scammer,109
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,woman,86
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,waste_time,85
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,bot,82
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,app,75
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,account,74
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,pay,74
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,site,64
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,man,58
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,real,54
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,time,48
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,feel,41
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,experience,38
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,start,36
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,waste,34
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,meet,34
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,try,32
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,get_frustrating,32
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,star,32
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,user,32
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,find,32
Hinge,negative,Inseguridad: Perfiles Falsos y Estafas,issue,31
Hinge,negative,Mala Comunicación y Mensajería,profile,184
Hinge,negative,Mala Comunicación y Mensajería,message,166
Hinge,negative,Mala Comunicación y Mensajería,match,152
Hinge,negative,Mala Comunicación y Mensajería,time,124
Hinge,negative,Mala Comunicación y Mensajería,people,82
Hinge,negative,Mala Comunicación y Mensajería,send,67
Hinge,negative,Mala Comunicación y Mensajería,bug,67
Hinge,negative,Mala Comunicación y Mensajería,not_work,65
Hinge,negative,Mala Comunicación y Mensajería,app,65
Hinge,negative,Mala Comunicación y Mensajería,experience,64
Hinge,negative,Mala Comunicación y Mensajería,photo,59
Hinge,negative,Mala Comunicación y Mensajería,picture,57
Hinge,negative,Mala Comunicación y Mensajería,work,55
Hinge,negative,Mala Comunicación y Mensajería,terrible,53
Hinge,negative,Mala Comunicación y Mensajería,look,49
Hinge,negative,Mala Comunicación y Mensajería,prompt,47
Hinge,negative,Mala Comunicación y Mensajería,issue,46
Hinge,negative,Mala Comunicación y Mensajería,fix,45
Hinge,negative,Mala Comunicación y Mensajería,try,42
Hinge,negative,Mala Comunicación y Mensajería,money,41
Hinge,negative,Mala Comunicación y Mensajería,screen,39
Hinge,negative,Mala Comunicación y Mensajería,load,38
Hinge,negative,Mala Comunicación y Mensajería,well,37
Hinge,negative,Mala Comunicación y Mensajería,disappear,35
Hinge,negative,Mala Comunicación y Mensajería,like,34
Hinge,negative,Mala Comunicación y Mensajería,delete,33
Hinge,negative,Mala Comunicación y Mensajería,notification,33
Hinge,negative,Mala Comunicación y Mensajería,phone,31
Hinge,negative,Mala Comunicación y Mensajería,chat,31
Hinge,negative,Mala Comunicación y Mensajería,guy,31
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,ban,786
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,account,687
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,delete,294
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,reason,263
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,people,234
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,match,233
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,profile,227
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,try,223
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,message,212
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,ban_reason,197
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,month,184
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,appeal,181
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,time,171
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,email,157
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,send,150
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,ask,145
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,pay,142
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,tell,134
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,day,128
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,support,125
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,sign,125
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,log,120
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,phone_number,119
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,report,118
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,go,117
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,say,116
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,number,112
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,year,109
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,customer_service,109
Hinge,negative,Problemas Críticos de Baneos y Gestión de Cuenta,response,105
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,people,50
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,pay,35
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,match,27
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,profile,22
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,app,22
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,filter,22
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,person,18
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,option,18
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,experience,17
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,want,17
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,rose,16
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,meet,15
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,know,15
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,feel,14
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,account,14
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,message,14
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,man,13
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,woman,13
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,user,12
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,time,12
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,standout,11
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,feature,11
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,get,10
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,well,10
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,work,10
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,type,9
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,different,9
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,subscription,9
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,relationship,9
Hinge,neutral,Novedades y Actualizaciones en el Sistema de Pago,look,9
Hinge,neutral,Opinión del Funcionamiento de la App,people,65
Hinge,neutral,Opinión del Funcionamiento de la App,match,46
Hinge,neutral,Opinión del Funcionamiento de la App,message,41
Hinge,neutral,Opinión del Funcionamiento de la App,app,32
Hinge,neutral,Opinión del Funcionamiento de la App,send,28
Hinge,neutral,Opinión del Funcionamiento de la App,profile,24
Hinge,neutral,Opinión del Funcionamiento de la App,time,22
Hinge,neutral,Opinión del Funcionamiento de la App,need,22
Hinge,neutral,Opinión del Funcionamiento de la App,delete,20
Hinge,neutral,Opinión del Funcionamiento de la App,picture,18
Hinge,neutral,Opinión del Funcionamiento de la App,feature,17
Hinge,neutral,Opinión del Funcionamiento de la App,option,15
Hinge,neutral,Opinión del Funcionamiento de la App,well,15
Hinge,neutral,Opinión del Funcionamiento de la App,try,14
Hinge,neutral,Opinión del Funcionamiento de la App,open,13
Hinge,neutral,Opinión del Funcionamiento de la App,find,13
Hinge,neutral,Opinión del Funcionamiento de la App,meet,12
Hinge,neutral,Opinión del Funcionamiento de la App,add,11
Hinge,neutral,Opinión del Funcionamiento de la App,month,11
Hinge,neutral,Opinión del Funcionamiento de la App,person,11
Hinge,neutral,Opinión del Funcionamiento de la App,ghost,11
Hinge,neutral,Opinión del Funcionamiento de la App,not_work,10
Hinge,neutral,Opinión del Funcionamiento de la App,man,10
Hinge,neutral,Opinión del Funcionamiento de la App,day,10
Hinge,neutral,Opinión del Funcionamiento de la App,photo,10
Hinge,neutral,Opinión del Funcionamiento de la App,free,10
Hinge,neutral,Opinión del Funcionamiento de la App,account,10
Hinge,neutral,Opinión del Funcionamiento de la App,fake,10
Hinge,neutral,Opinión del Funcionamiento de la App,decent,9
Hinge,neutral,Opinión del Funcionamiento de la App,work,9
Hinge,neutral,Primeros Pasos e Introducción al Sistema,people,48
Hinge,neutral,Primeros Pasos e Introducción al Sistema,match,47
Hinge,neutral,Primeros Pasos e Introducción al Sistema,like,44
Hinge,neutral,Primeros Pasos e Introducción al Sistema,pay,35
Hinge,neutral,Primeros Pasos e Introducción al Sistema,well,33
Hinge,neutral,Primeros Pasos e Introducción al Sistema,free,31
Hinge,neutral,Primeros Pasos e Introducción al Sistema,app,25
Hinge,neutral,Primeros Pasos e Introducción al Sistema,work,23
Hinge,neutral,Primeros Pasos e Introducción al Sistema,subscription,23
Hinge,neutral,Primeros Pasos e Introducción al Sistema,message,22
Hinge,neutral,Primeros Pasos e Introducción al Sistema,account,21
Hinge,neutral,Primeros Pasos e Introducción al Sistema,expensive,21
Hinge,neutral,Primeros Pasos e Introducción al Sistema,time,20
Hinge,neutral,Primeros Pasos e Introducción al Sistema,option,19
Hinge,neutral,Primeros Pasos e Introducción al Sistema,profile,19
Hinge,neutral,Primeros Pasos e Introducción al Sistema,person,19
Hinge,neutral,Primeros Pasos e Introducción al Sistema,think,19
Hinge,neutral,Primeros Pasos e Introducción al Sistema,need,19
Hinge,neutral,Primeros Pasos e Introducción al Sistema,try,18
Hinge,neutral,Primeros Pasos e Introducción al Sistema,notification,17
Hinge,neutral,Primeros Pasos e Introducción al Sistema,woman,17
Hinge,neutral,Primeros Pasos e Introducción al Sistema,month,17
Hinge,neutral,Primeros Pasos e Introducción al Sistema,look,16
Hinge,neutral,Primeros Pasos e Introducción al Sistema,good,16
Hinge,neutral,Primeros Pasos e Introducción al Sistema,feature,15
Hinge,neutral,Primeros Pasos e Introducción al Sistema,find,14
Hinge,neutral,Primeros Pasos e Introducción al Sistema,conversation,14
Hinge,neutral,Primeros Pasos e Introducción al Sistema,user,13
Hinge,neutral,Primeros Pasos e Introducción al Sistema,get,13
Hinge,neutral,Primeros Pasos e Introducción al Sistema,preference,12
Hinge,neutral,Valoración del Modelo de Suscripción,profile,58
Hinge,neutral,Valoración del Modelo de Suscripción,pay,45
Hinge,neutral,Valoración del Modelo de Suscripción,match,25
Hinge,neutral,Valoración del Modelo de Suscripción,people,23
Hinge,neutral,Valoración del Modelo de Suscripción,like,21
Hinge,neutral,Valoración del Modelo de Suscripción,time,20
Hinge,neutral,Valoración del Modelo de Suscripción,woman,14
Hinge,neutral,Valoración del Modelo de Suscripción,app,12
Hinge,neutral,Valoración del Modelo de Suscripción,date,12
Hinge,neutral,Valoración del Modelo de Suscripción,message,12
Hinge,neutral,Valoración del Modelo de Suscripción,ok,11
Hinge,neutral,Valoración del Modelo de Suscripción,well,10
Hinge,neutral,Valoración del Modelo de Suscripción,look,10
Hinge,neutral,Valoración del Modelo de Suscripción,year,9
Hinge,neutral,Valoración del Modelo de Suscripción,month,8
Hinge,neutral,Valoración del Modelo de Suscripción,fake_profile,8
Hinge,neutral,Valoración del Modelo de Suscripción,not_like,8
Hinge,neutral,Valoración del Modelo de Suscripción,swipe,8
Hinge,neutral,Valoración del Modelo de Suscripción,change,8
Hinge,neutral,Valoración del Modelo de Suscripción,play,8
Hinge,neutral,Valoración del Modelo de Suscripción,need,8
Hinge,neutral,Valoración del Modelo de Suscripción,see,8
Hinge,neutral,Valoración del Modelo de Suscripción,tell,8
Hinge,neutral,Valoración del Modelo de Suscripción,chat,8
Hinge,neutral,Valoración del Modelo de Suscripción,que,8
Hinge,neutral,Valoración del Modelo de Suscripción,feel,7
Hinge,neutral,Valoración del Modelo de Suscripción,take,7
Hinge,neutral,Valoración del Modelo de Suscripción,want,7
Hinge,neutral,Valoración del Modelo de Suscripción,star,7
Hinge,neutral,Valoración del Modelo de Suscripción,find,7
Hinge,positive,Buena Experiencia de Usuario,work,28
Hinge,positive,Buena Experiencia de Usuario,fun,12
Hinge,positive,Buena Experiencia de Usuario,cool,9
Hinge,positive,Buena Experiencia de Usuario,conversation_start,9
Hinge,positive,Buena Experiencia de Usuario,specific_make,9
Hinge,positive,Buena Experiencia de Usuario,thing_feel,7
Hinge,positive,Buena Experiencia de Usuario,natural,7
Hinge,positive,Buena Experiencia de Usuario,screen,5
Hinge,positive,Buena Experiencia de Usuario,face_tear,5
Hinge,positive,Buena Experiencia de Usuario,joy,5
Hinge,positive,Buena Experiencia de Usuario,medium_light,5
Hinge,positive,Buena Experiencia de Usuario,skin_tone,5
Hinge,positive,Buena Experiencia de Usuario,que,5
Hinge,positive,Buena Experiencia de Usuario,function,5
Hinge,positive,Buena Experiencia de Usuario,not_feel_endless,5
Hinge,positive,Buena Experiencia de Usuario,swiping_stand,5
Hinge,positive,Buena Experiencia de Usuario,beautiful,5
Hinge,positive,Buena Experiencia de Usuario,page,4
Hinge,positive,Buena Experiencia de Usuario,not_bad,4
Hinge,positive,Buena Experiencia de Usuario,issue,4
Hinge,positive,Buena Experiencia de Usuario,easy_navigate,4
Hinge,positive,Buena Experiencia de Usuario,point,4
Hinge,positive,Buena Experiencia de Usuario,bicep,4
Hinge,positive,Buena Experiencia de Usuario,star,3
Hinge,positive,Buena Experiencia de Usuario,get,3
Hinge,positive,Buena Experiencia de Usuario,dark_mode,3
Hinge,positive,Buena Experiencia de Usuario,support,3
Hinge,positive,Buena Experiencia de Usuario,free_version,3
Hinge,positive,Buena Experiencia de Usuario,think,3
Hinge,positive,Buena Experiencia de Usuario,fine,3
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,people,147
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,profile,136
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,app,117
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,match,104
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,well,98
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,like,82
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,pay,61
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,free,56
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,message,50
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,work,46
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,look,40
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,find,40
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,want,39
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,meet,37
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,option,36
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,easy,36
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,good,35
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,prompt,35
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,person,33
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,send,30
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,feature,30
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,date,29
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,give,29
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,know,28
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,add,26
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,need,26
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,try,26
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,experience,25
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,make,25
Hinge,positive,Calidad de la Comunidad y Perfiles Autenticos,day,25
Hinge,positive,Eficacia en el Descubrimiento de Personas,meet,96
Hinge,positive,Eficacia en el Descubrimiento de Personas,people,83
Hinge,positive,Eficacia en el Descubrimiento de Personas,find,75
Hinge,positive,Eficacia en el Descubrimiento de Personas,good,66
Hinge,positive,Eficacia en el Descubrimiento de Personas,match,35
Hinge,positive,Eficacia en el Descubrimiento de Personas,thank,31
Hinge,positive,Eficacia en el Descubrimiento de Personas,year,27
Hinge,positive,Eficacia en el Descubrimiento de Personas,conversation,23
Hinge,positive,Eficacia en el Descubrimiento de Personas,star,22
Hinge,positive,Eficacia en el Descubrimiento de Personas,app,22
Hinge,positive,Eficacia en el Descubrimiento de Personas,recommend,21
Hinge,positive,Eficacia en el Descubrimiento de Personas,smile_face,19
Hinge,positive,Eficacia en el Descubrimiento de Personas,try,19
Hinge,positive,Eficacia en el Descubrimiento de Personas,easy_start,19
Hinge,positive,Eficacia en el Descubrimiento de Personas,easy,18
Hinge,positive,Eficacia en el Descubrimiento de Personas,date,18
Hinge,positive,Eficacia en el Descubrimiento de Personas,delete,18
Hinge,positive,Eficacia en el Descubrimiento de Personas,girl,18
Hinge,positive,Eficacia en el Descubrimiento de Personas,heart,18
Hinge,positive,Eficacia en el Descubrimiento de Personas,real,17
Hinge,positive,Eficacia en el Descubrimiento de Personas,quality,16
Hinge,positive,Eficacia en el Descubrimiento de Personas,stand,16
Hinge,positive,Eficacia en el Descubrimiento de Personas,profile_personality,15
Hinge,positive,Eficacia en el Descubrimiento de Personas,partner,13
Hinge,positive,Eficacia en el Descubrimiento de Personas,person,13
Hinge,positive,Eficacia en el Descubrimiento de Personas,interesting,12
Hinge,positive,Eficacia en el Descubrimiento de Personas,work,12
Hinge,positive,Eficacia en el Descubrimiento de Personas,relationship,12
Hinge,positive,Eficacia en el Descubrimiento de Personas,life,12
Hinge,positive,Eficacia en el Descubrimiento de Personas,face,11
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,match,89
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,experience,33
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,good,30
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,app,28
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,people,27
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,design,25
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,time,24
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,filter,23
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,compare_app,22
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,feel_relevant,20
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,clean_modern,20
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,base_matter,20
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,well,18
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,find,17
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,get,17
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,appreciate,17
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,stand,16
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,swiping,15
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,think,15
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,not_feel_endless,15
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,site,14
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,like,12
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,day,12
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,thumb,12
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,make_thing,12
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,feel_natural,12
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,meet,11
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,improve_interaction,11
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,start,10
Hinge,positive,Optimizacion del Tiempo y Éxito en Matches,free,10
